"3,42373498,43836110,1462612,137.61419896309,6334"
"3,71004751,72649093,1644342,24.5928012134624,8282"
"3,121114780,122412594,1297814,12.9875002224617,5973"
"3,168362497,169739312,1376815,39.6542852420172,6486"
"3,171088569,172544500,1455931,52.719950023898,7699"
"3,182267073,184340266,2073193,112.963594696109,9749"
"3,187200128,188681954,1481826,20.9826702723587,7635"
"3,193870998,194931297,1060299,16.2540543687135,7487"
"4,2555540,3696883,1141343,16.3181900284551,6610"
"4,54796564,56047421,1250857,224.73347902686,6193"
"4,69133796,70399058,1265262,12.98209893917,8422"
"4,83292616,84409219,1116603,27.9337374527059,5417"
"4,87172285,88481865,1309580,30.9939320651561,5811"
"4,102416785,104158731,1741946,36.3558047229787,8432"
"4,105281101,106629808,1348707,40.333409955004,6333"
"4,122546917,123931156,1384239,34.5468483753935,6316"
"4,151769760,153255716,1485956,16.0953390829921,6703"
"5,35226470,36403781,1177311,35.6816736624544,5838"
"5,50824674,52640471,1815797,124.272200195143,9594"
"5,53024566,53905265,880699,15.2878496873747,5129"
"5,77429641,78679594,1249953,29.2170703888268,5941"
"5,86822058,89132668,2310610,144.808247264087,8409"
"5,94916235,96525154,1608919,65.5536912237598,7552"
"5,110154999,111554403,1399404,46.5428950803506,7514"
"5,121852442,122938234,1085792,26.0243494908273,5829"
"5,133201683,134972833,1771150,48.8531745513185,7421"
"5,155505752,156730104,1224352,18.5770754589423,6433"
"5,157719475,158885102,1165627,27.4710087822105,5104"
"5,172958633,173806933,848300,64.7340860238074,5029"
"6,4476000,5420707,944707,12.1990239340509,5285"
"6,6432662,7970059,1537397,20.5147741789883,9435"
"6,14469710,15459835,990125,20.9402775844571,5009"
"6,15917517,17008425,1090908,61.0182140001042,5835"
"6,24147110,25249254,1102144,62.2989624715946,7181"
"6,41420608,42751162,1330554,Inf,6163"
"6,42771927,44841006,2069079,47.8859831579221,9923"
"6,46618113,48125526,1507413,39.1747193205789,7760"
"6,49357111,50551338,1194227,14.9523980743041,5819"
"6,87560311,88633880,1073569,24.3990292812334,5372"
"6,106405418,107692431,1287013,33.2502405020702,6681"
"6,113160547,114333374,1172827,15.2400588246412,5346"
"6,125973944,127696610,1722666,19.7524047588494,5802"
"6,134608499,136451954,1843455,Inf,8492"
"6,152692407,153691733,999326,11.7227966223473,5173"
"6,157842638,158886092,1043454,33.9145595678547,6180"
"6,163754148,164728388,974240,42.244827440314,5424"
"7,2268689,3407702,1139013,20.7437755039476,8725"
"7,17564536,18543221,978685,20.4299955921435,5110"
"7,25741977,27456688,1714711,11.5834942946265,8220"
"7,28027107,28974374,947267,73.9024338296653,5085"
"7,32231176,33591081,1359905,119.535437430464,7511"
"7,35409294,36618075,1208781,12.8669499479552,6189"
"7,49420759,51132700,1711941,252.084833997417,8969"
"7,64426796,66554262,2127466,9.64148267487573,8872"
"7,73986723,76048188,2061465,49.5496969932279,6516"
"7,91281974,93230906,1948932,68.483722503028,7480"
"7,128997134,130265253,1268119,13.3040335152919,5676"
"7,148198924,149669721,1470797,54.6346505621702,7878"
"7,149959636,151005173,1045537,13.5792259732071,5975"
"8,3767608,4267608,500000,7.74599603799486,7563"
"8,5291910,5791910,500000,7.38936219087786,6073"
"8,6442909,7478577,1035668,46.7395708244221,5601"
"8,22181684,23684335,1502651,25.3787956666165,8908"
"8,78495172,79906989,1411817,28.6417110045684,7377"
"8,102827790,104151234,1323444,10.1823387921573,7066"
"8,105278991,106831528,1552537,112.610697444528,7214"
"8,130291447,131581073,1289626,198.087802928079,6557"
"8,141324277,142587790,1263513,25.670010581319,6706"
"9,10469,884233,873764,60.3855024765931,6376"
"9,90692041,91755634,1063593,52.370863705,5911"
"9,93295268,94383281,1088013,13.8250132522523,6247"
"9,95318443,96684411,1365968,10.598570162563,7299"
"9,98942919,101043707,2100788,74.9133697094546,8910"
"9,110281385,111163154,881769,9.93873982927046,5091"
"9,130034652,132115027,2080375,30.2211320316239,8973"
"10,3457315,4385575,928260,17.7564708558958,5579"
"10,16603252,17454248,850996,33.7080143389677,5127"
"10,24608390,25795499,1187109,240.7275341086,6538"
"10,29804111,30761198,957087,13.1340028783946,5422"
"10,44608681,46576337,1967656,84.8403816809241,9555"
"10,64146916,65980204,1833288,172.277848346211,9195"
"10,72855532,73818406,962874,9.71659699545365,5363"
"10,80537846,81414146,876300,20.8995364017488,5118"
"10,89356039,90546467,1190428,16.5013917463368,5803"
"10,93658910,95089724,1430814,24.8652811594996,6413"
"10,95746336,97374665,1628329,17.3341676974299,8426"
"10,101021982,102354521,1332539,39.4629835173783,5989"
"10,113700418,114943230,1242812,12.9294929792367,5415"
"10,115098046,116377780,1279734,10.9709694838932,6029"
"11,1624221,3205929,1581708,21.7393848912971,9976"
"11,5044145,5951074,906929,28.7512961634056,7497"
"11,9488606,10919228,1430622,32.0833681587554,7972"
"11,15756615,17320581,1563966,88.5744902337083,6344"
"11,32473257,33634046,1160789,13.4881139664479,5315"
"11,54556947,56047131,1490184,8.06299694666956,8793"
"11,67984365,69214574,1230209,13.484364554046,5739"
"11,72338020,73760325,1422305,64.8464869608891,5850"
"11,85421501,86561262,1139761,10.9310983281828,6189"
"11,94605933,95887416,1281483,22.0534509629493,6295"
"11,116398917,117517884,1118967,92.4157117548172,6193"
"11,117831270,119380689,1549419,88.038044317188,6861"
"11,122173839,123183181,1009342,33.6780537762003,5321"
"11,127698562,128852827,1154265,29.4682542016034,6225"
"12,2261023,3485839,1224816,44.2844311681392,6596"
"12,6005425,7537886,1532461,85.0734713200845,7451"
"12,45817218,47399094,1581876,14.1069309990037,6580"
"12,50199976,51990350,1790374,26.1724284910453,6722"
"12,56146768,58504015,2357247,113.99185565079,8465"
"12,95606906,96464566,857660,20.047346534058,5141"
"13,40752641,41834690,1082049,96.9172433443176,5292"
"13,41881022,43307478,1426456,15.6980827789996,7275"
"13,49803063,51789698,1986635,16.4036503577902,9159"
"13,113625080,115109852,1484772,66.5498309817355,7511"
"14,34975647,36349366,1373719,18.3117359467779,6391"
"14,73164316,75057696,1893380,58.760100182823,9614"
"14,92614223,93757029,1142806,21.1165299236526,6426"
"14,94167531,95097262,929731,23.2032751467064,5584"
"15,31293565,32354906,1061341,17.9209744040307,5408"
"15,49990200,51680825,1690625,12.2966398282044,7872"
"15,56211133,57738790,1527657,21.7322910179024,7655"
"15,66628070,68753366,2125296,24.1450117711934,9979"
"15,79596965,80922506,1325541,114.198739706309,7575"
"15,85623537,86543097,919560,13.5682519748456,5340"
"15,90328542,91757495,1428953,201.701406705007,7417"
"16,60291,1099166,1038875,146.037523643109,7074"
"16,3270353,4686445,1416092,12.3879009615479,7956"
"16,10731916,12139092,1407176,59.6250739411365,9001"
"16,29828492,31654571,1826079,50.0740364398544,5103"
"16,49767904,50913477,1145573,22.4857232678941,5055"
"16,78306642,78806642,500000,12.0828375452465,6050"
"16,79113079,79983274,870195,18.6538955443856,7208"
"16,81349532,82136135,786603,14.7034335242478,6191"
"16,84332965,84992203,659238,15.7761459721643,6208"
"17,1062461,2479067,1416606,37.9563862577186,8843"
"17,6652810,8510870,1858060,23.9663792481837,9107"
"17,19181959,20624951,1442992,53.8391054870105,5731"
"17,33057583,34583145,1525562,172.215965723471,7105"
"17,37072526,39014524,1941998,213.266390310887,8133"
"17,75868887,76656170,787283,43.1580445659579,5192"
"17,80090803,81193119,1102316,66.4116442442947,6866"
"18,2731398,3698755,967357,8.26163253467786,5761"
"18,12607002,13575650,968648,8.07586239977152,5282"
"18,20363357,21870065,1506708,74.0941868560952,6070"
"18,60298877,61506256,1207379,47.7121624534451,5802"
"18,66884392,68120699,1236307,84.452605622556,7017"
"18,76910066,77713672,803606,10.8574979072662,5475"
"19,557442,1527427,969985,58.168275441228,6943"
"19,1605583,2786679,1181096,43.7498948533024,7791"
"19,3830044,5278094,1448050,127.209769038174,8716"
"19,10084663,11813608,1728945,178.102578010097,8703"
"19,12383918,13499921,1116003,123.088242254105,5206"
"19,15956012,17506798,1550786,114.207648239411,8743"
"19,20708769,21944374,1235605,8.25964362756234,8905"
"19,32335186,34135318,1800132,83.8616057148373,9972"
"19,35412457,36480174,1067717,26.6294184501145,5703"
"19,38194695,39483969,1289274,27.5272084575971,6233"
"19,51381165,52564939,1183774,18.331577738297,7196"
"19,54076212,54926763,850551,104.082423076671,6025"
"19,55006089,55952215,946126,100.510027465965,6790"
"20,1066281,2180897,1114616,152.615582064855,5889"
"20,2965046,4700826,1735780,Inf,9732"
"20,10359594,11427055,1067461,12.5519262631474,5582"
"20,17380045,18281283,901238,8.52101384114017,5412"
"20,24338588,26514416,2175828,39.363164205649,9670"
"20,29211957,31714494,2502537,72.3154903592732,9664"
"20,32284408,34122215,1837807,12.7392967200791,6441"
"20,42081846,43931563,1849717,30.535675915405,8864"
"20,48278909,49412186,1133277,86.8712777156616,5973"
"20,55437418,56365153,927735,152.193469339131,5787"
"20,56891313,58217499,1326186,Inf,6614"
"21,16089172,17160447,1071275,20.1401996532089,5195"
"21,34189889,35607025,1417136,39.3755116374866,6718"
"21,37083363,38305216,1221853,22.1632456015298,6699"
"21,43103610,44105067,1001457,10.1914075828455,7005"
"22,17336757,18536672,1199915,207.568512399146,7511"
"22,23997310,25133218,1135908,10.8035806118126,5958"
"22,31337155,32574692,1237537,23.7452996927442,6052"
"22,36175023,37781436,1606413,Inf,9034"
"22,37784367,39294560,1510193,46.9391020526454,7087"
"22,45382528,46865376,1482848,29.8172117069138,8904"
"22,49746915,51239586,1492671,203.363288494549,9676"
